ID Pedido,Data,Produto,Categoria,Quantidade,Valor Unitário
5543,2026-04-09,Teclado Mecânico,Periféricos,1,350.0
5544,2026-09-06,Cadeira Gamer,Móveis,1,1200.0
5545,2026-05-27,Headset,Periféricos,1,250.0
5546,2026-09-04,Teclado Mecânico,Periféricos,1,350.0
5547,2026-02-01,Cadeira Gamer,Móveis,1,1200.0
5548,2026-08-05,Headset,Periféricos,1,250.0
5549,2026-06-02,Monitor 24p,Monitores,1,800.0
5550,2026-08-06,Cabo HDMI,Acessórios,1,25.0
5551,2026-10-09,Headset,Periféricos,1,250.0
5552,2026-08-25,Teclado Mecânico,Periféricos,1,350.0
5553,2026-03-03,Headset,Periféricos,1,250.0
5554,2026-11-25,Cadeira Gamer,Móveis,1,1200.0
5555,2026-03-18,Headset,Periféricos,3,250.0
5556,2026-12-29,Mouse Gamer,Periféricos,3,150.5
5557,2026-06-16,Mouse Gamer,Periféricos,-1,150.5
5558,2026-09-21,Cadeira Gamer,Móveis,2,1200.0
5559,2026-05-22,Teclado Mecânico,Periféricos,1,350.0
5560,2026-12-12,Cadeira Gamer,Móveis,-1,1200.0
5561,2026-07-27,Cabo HDMI,Acessórios,3,25.0
5562,2026-07-09,Cabo HDMI,Acessórios,0,25.0
5563,2026-01-23,Cabo HDMI,Acessórios,1,25.0
5564,2026-05-08,Cabo HDMI,Acessórios,1,25.0
5565,2026-01-04,Monitor 24p,Monitores,1,800.0
5566,2026-04-09,Cabo HDMI,Acessórios,1,25.0
5567,2026-02-23,Teclado Mecânico,Periféricos,1,350.0
5568,2026-06-10,Teclado Mecânico,Periféricos,1,350.0
5569,2026-12-29,Cadeira Gamer,Móveis,1,1200.0
5570,2026-04-05,Monitor 24p,Monitores,1,800.0
5571,2026-05-13,Cadeira Gamer,Móveis,0,1200.0
5572,2026-06-25,Cabo HDMI,Acessórios,1,25.0
5573,2026-09-02,Mouse Gamer,Periféricos,1,150.5
5574,2026-07-19,Teclado Mecânico,Periféricos,1,350.0
5575,2026-04-15,Cadeira Gamer,Móveis,1,1200.0
5576,2026-12-02,Cadeira Gamer,Móveis,1,1200.0
5577,2026-11-29,Cabo HDMI,Acessórios,1,25.0
5578,2026-03-07,Cabo HDMI,Acessórios,1,25.0
5579,2026-07-28,Headset,Periféricos,0,250.0
5580,2026-01-19,Teclado Mecânico,Periféricos,3,350.0
5581,2026-07-13,Cabo HDMI,Acessórios,1,25.0
5582,2026-10-27,Mouse Gamer,Periféricos,1,150.5
5583,2026-03-15,Cabo HDMI,Acessórios,1,25.0
5584,2026-04-18,Cabo HDMI,Acessórios,1,25.0
5585,2026-07-26,Teclado Mecânico,Periféricos,2,350.0
5586,2026-02-22,Teclado Mecânico,Periféricos,1,350.0
5587,2026-09-14,Teclado Mecânico,Periféricos,2,350.0
5588,2026-06-03,Monitor 24p,Monitores,-1,800.0
5589,2026-12-19,Teclado Mecânico,Periféricos,1,350.0
5590,2026-01-30,Teclado Mecânico,Periféricos,1,350.0
5591,2026-01-20,Headset,Periféricos,1,250.0
5592,2026-06-02,Headset,Periféricos,1,250.0
5593,2026-09-18,Cadeira Gamer,Móveis,1,1200.0
5594,2026-05-21,Mouse Gamer,Periféricos,1,150.5
5595,2026-10-22,Cabo HDMI,Acessórios,1,25.0
5596,2026-09-09,Cadeira Gamer,Móveis,2,1200.0
5597,2026-01-11,Headset,Periféricos,1,250.0
5598,2026-01-30,Teclado Mecânico,Periféricos,1,350.0
5599,2026-01-27,Teclado Mecânico,Periféricos,1,350.0
5600,2026-01-12,Teclado Mecânico,Periféricos,1,350.0
5601,2026-07-05,Cadeira Gamer,Móveis,1,1200.0
5602,2026-12-23,Headset,Periféricos,1,250.0
5603,2026-11-28,Headset,Periféricos,2,250.0
5604,2026-09-15,Monitor 24p,Monitores,2,800.0
5605,2026-11-03,Cadeira Gamer,Móveis,1,1200.0
5606,2026-06-26,Mouse Gamer,Periféricos,1,150.5
5607,2026-07-28,Monitor 24p,Monitores,1,800.0
5608,2026-08-14,Cabo HDMI,Acessórios,1,25.0
5609,2026-07-03,Monitor 24p,Monitores,1,800.0
5610,2026-03-06,Cabo HDMI,Acessórios,1,25.0
5611,2026-01-19,Teclado Mecânico,Periféricos,1,350.0
5612,2026-07-02,Mouse Gamer,Periféricos,2,150.5
5613,2026-12-11,Cabo HDMI,Acessórios,1,25.0
5614,2026-06-20,Teclado Mecânico,Periféricos,1,350.0
5615,2026-12-04,Teclado Mecânico,Periféricos,2,350.0
5616,2026-03-21,Cadeira Gamer,Móveis,-1,1200.0
5617,2026-02-04,Cabo HDMI,Acessórios,1,25.0
5618,2026-04-30,Cabo HDMI,Acessórios,1,25.0
5619,2026-04-29,Cabo HDMI,Acessórios,1,25.0
5620,2026-11-24,Monitor 24p,Monitores,1,800.0
5621,2026-09-09,Cadeira Gamer,Móveis,1,1200.0
5622,2026-11-14,Cadeira Gamer,Móveis,1,1200.0
5623,2026-11-13,Cabo HDMI,Acessórios,2,25.0
5624,2026-07-05,Mouse Gamer,Periféricos,1,150.5
5625,2026-02-13,Cabo HDMI,Acessórios,1,25.0
5626,2026-10-30,Monitor 24p,Monitores,3,800.0
5627,2026-03-22,Cabo HDMI,Acessórios,1,25.0
5628,2026-05-04,Monitor 24p,Monitores,1,800.0
5629,2026-06-25,Cadeira Gamer,Móveis,1,1200.0
5630,2026-09-08,Monitor 24p,Monitores,2,800.0
5631,2026-03-14,Teclado Mecânico,Periféricos,1,350.0
5632,2026-02-27,Teclado Mecânico,Periféricos,1,350.0
5633,2026-05-02,Headset,Periféricos,1,250.0
5634,2026-12-08,Teclado Mecânico,Periféricos,1,350.0
5635,2026-09-09,Cadeira Gamer,Móveis,1,1200.0
5636,2026-07-20,Mouse Gamer,Periféricos,1,150.5
5637,2026-04-06,Cadeira Gamer,Móveis,1,1200.0
5638,2026-12-29,Cadeira Gamer,Móveis,1,1200.0
5639,2026-06-16,Headset,Periféricos,1,250.0
5640,2026-03-22,Monitor 24p,Monitores,2,800.0
5641,2026-06-17,Teclado Mecânico,Periféricos,2,350.0
5642,2026-05-20,Monitor 24p,Monitores,1,800.0
5643,2026-03-02,Teclado Mecânico,Periféricos,1,350.0
5644,2026-07-02,Headset,Periféricos,1,250.0
5645,2026-05-09,Mouse Gamer,Periféricos,1,150.5
5646,2026-12-11,Cadeira Gamer,Móveis,1,1200.0
5647,2026-07-05,Monitor 24p,Monitores,-1,800.0
5648,2026-10-06,Mouse Gamer,Periféricos,1,150.5
5649,2026-10-25,Cabo HDMI,Acessórios,1,25.0
5650,2026-10-18,Monitor 24p,Monitores,1,800.0
5651,2026-08-10,Teclado Mecânico,Periféricos,1,350.0
5652,2026-06-07,Monitor 24p,Monitores,2,800.0
5653,2026-10-01,Headset,Periféricos,1,250.0
5654,2026-12-10,Headset,Periféricos,1,250.0
5655,2026-11-26,Cabo HDMI,Acessórios,1,25.0
5656,2026-03-02,Headset,Periféricos,1,250.0
5657,2026-11-23,Monitor 24p,Monitores,1,800.0
5658,2026-03-14,Monitor 24p,Monitores,2,800.0
5659,2026-01-28,Monitor 24p,Monitores,1,800.0
5660,2026-12-06,Monitor 24p,Monitores,1,800.0
5661,2026-10-24,Headset,Periféricos,1,250.0
5662,2026-09-19,Monitor 24p,Monitores,1,800.0
5663,2026-07-10,Monitor 24p,Monitores,2,800.0
5664,2026-01-29,Teclado Mecânico,Periféricos,0,350.0
5665,2026-12-17,Mouse Gamer,Periféricos,1,150.5
5666,2026-02-24,Mouse Gamer,Periféricos,1,150.5
5667,2026-07-09,Cabo HDMI,Acessórios,3,25.0
5668,2026-01-30,Cadeira Gamer,Móveis,1,1200.0
5669,2026-01-27,Cabo HDMI,Acessórios,1,25.0
5670,2026-01-08,Headset,Periféricos,1,250.0
5671,2026-11-30,Teclado Mecânico,Periféricos,1,350.0
5672,2026-05-17,Monitor 24p,Monitores,1,800.0
5673,2026-10-26,Monitor 24p,Monitores,1,800.0
5674,2026-11-28,Mouse Gamer,Periféricos,2,150.5
5675,2026-08-24,Monitor 24p,Monitores,1,800.0
5676,2026-09-18,Cabo HDMI,Acessórios,1,25.0
5677,2026-11-14,Headset,Periféricos,-1,250.0
5678,2026-08-02,Teclado Mecânico,Periféricos,1,350.0
5679,2026-05-24,Cadeira Gamer,Móveis,0,1200.0
5680,2026-12-12,Teclado Mecânico,Periféricos,1,350.0
5681,2026-04-13,Headset,Periféricos,1,250.0
5682,2026-11-27,Teclado Mecânico,Periféricos,1,350.0
5683,2026-02-02,Teclado Mecânico,Periféricos,0,350.0
5684,2026-10-26,Mouse Gamer,Periféricos,1,150.5
5685,2026-02-17,Mouse Gamer,Periféricos,1,150.5
5686,2026-01-22,Teclado Mecânico,Periféricos,2,350.0
5687,2026-03-21,Cadeira Gamer,Móveis,1,1200.0
5688,2026-07-22,Cadeira Gamer,Móveis,1,1200.0
5689,2026-09-07,Teclado Mecânico,Periféricos,3,350.0
5690,2026-02-04,Mouse Gamer,Periféricos,1,150.5
5691,2026-07-21,Mouse Gamer,Periféricos,1,150.5
5692,2026-08-15,Cabo HDMI,Acessórios,1,25.0
5693,2026-06-04,Headset,Periféricos,1,250.0
5694,2026-09-19,Mouse Gamer,Periféricos,1,150.5
5695,2026-08-13,Teclado Mecânico,Periféricos,1,350.0
5696,2026-11-23,Teclado Mecânico,Periféricos,1,350.0
5697,2026-03-13,Mouse Gamer,Periféricos,1,150.5
5698,2026-04-12,Teclado Mecânico,Periféricos,1,350.0
5699,2026-08-04,Cadeira Gamer,Móveis,1,1200.0
5700,2026-06-06,Headset,Periféricos,3,250.0
5701,2026-03-03,Cadeira Gamer,Móveis,1,1200.0
5702,2026-01-09,Cabo HDMI,Acessórios,1,25.0
5703,2026-01-29,Monitor 24p,Monitores,-1,800.0
5704,2026-10-19,Headset,Periféricos,1,250.0
5705,2026-04-11,Monitor 24p,Monitores,1,800.0
5706,2026-11-28,Teclado Mecânico,Periféricos,1,350.0
5707,2026-10-06,Mouse Gamer,Periféricos,1,150.5
5708,2026-11-08,Headset,Periféricos,1,250.0
5709,2026-10-05,Teclado Mecânico,Periféricos,1,350.0
5710,2026-10-28,Teclado Mecânico,Periféricos,1,350.0
5711,2026-08-28,Cabo HDMI,Acessórios,3,25.0
5712,2026-05-30,Monitor 24p,Monitores,1,800.0
5713,2026-05-14,Teclado Mecânico,Periféricos,1,350.0
5714,2026-08-18,Cadeira Gamer,Móveis,1,1200.0
5715,2026-06-16,Headset,Periféricos,1,250.0
5716,2026-07-05,Cadeira Gamer,Móveis,1,1200.0
5717,2026-07-03,Mouse Gamer,Periféricos,1,150.5
5718,2026-09-29,Teclado Mecânico,Periféricos,1,350.0
5719,2026-05-06,Monitor 24p,Monitores,1,800.0
5720,2026-07-27,Monitor 24p,Monitores,1,800.0
5721,2026-02-17,Cabo HDMI,Acessórios,1,25.0
5722,2026-01-09,Headset,Periféricos,1,250.0
5723,2026-11-23,Teclado Mecânico,Periféricos,1,350.0
5724,2026-12-19,Monitor 24p,Monitores,1,800.0
5725,2026-01-27,Cabo HDMI,Acessórios,1,25.0
5726,2026-08-23,Mouse Gamer,Periféricos,2,150.5
5727,2026-08-09,Headset,Periféricos,1,250.0
5728,2026-09-07,Headset,Periféricos,1,250.0
5729,2026-10-31,Headset,Periféricos,1,250.0
5730,2026-11-25,Headset,Periféricos,2,250.0
5731,2026-09-20,Teclado Mecânico,Periféricos,1,350.0
5732,2026-01-04,Cadeira Gamer,Móveis,2,1200.0
5733,2026-01-18,Teclado Mecânico,Periféricos,2,350.0
5734,2026-06-23,Mouse Gamer,Periféricos,2,150.5
5735,2026-05-10,Mouse Gamer,Periféricos,2,150.5
5736,2026-12-05,Monitor 24p,Monitores,1,800.0
5737,2026-11-04,Headset,Periféricos,2,250.0
5738,2026-08-28,Cadeira Gamer,Móveis,1,1200.0
5739,2026-09-08,Cadeira Gamer,Móveis,3,1200.0
5740,2026-05-16,Monitor 24p,Monitores,1,800.0
5741,2026-12-11,Mouse Gamer,Periféricos,3,150.5
5742,2026-05-29,Teclado Mecânico,Periféricos,1,350.0
5743,2026-11-13,Monitor 24p,Monitores,2,800.0
5744,2026-11-09,Mouse Gamer,Periféricos,-1,150.5
5745,2026-07-23,Headset,Periféricos,1,250.0
5746,2026-07-23,Mouse Gamer,Periféricos,1,150.5
5747,2026-01-22,Headset,Periféricos,2,250.0
5748,2026-03-03,Cadeira Gamer,Móveis,1,1200.0
5749,2026-12-13,Cadeira Gamer,Móveis,1,1200.0
5750,2026-08-31,Headset,Periféricos,1,250.0
5751,2026-01-22,Mouse Gamer,Periféricos,1,150.5
5752,2026-12-12,Mouse Gamer,Periféricos,2,150.5
5753,2026-06-14,Headset,Periféricos,1,250.0
5754,2026-03-28,Teclado Mecânico,Periféricos,1,350.0
5755,2026-12-18,Headset,Periféricos,1,250.0
5756,2026-11-17,Monitor 24p,Monitores,1,800.0
5757,2026-11-07,Monitor 24p,Monitores,1,800.0
5758,2026-04-10,Headset,Periféricos,1,250.0
5759,2026-09-01,Cadeira Gamer,Móveis,1,1200.0
5760,2026-12-31,Monitor 24p,Monitores,1,800.0
5761,2026-04-05,Cadeira Gamer,Móveis,3,1200.0
5762,2026-04-01,Monitor 24p,Monitores,1,800.0
5763,2026-11-13,Monitor 24p,Monitores,1,800.0
5764,2026-09-18,Teclado Mecânico,Periféricos,1,350.0
5765,2026-08-03,Monitor 24p,Monitores,1,800.0
5766,2026-07-01,Cabo HDMI,Acessórios,3,25.0
5767,2026-03-29,Monitor 24p,Monitores,1,800.0
5768,2026-10-16,Cabo HDMI,Acessórios,-1,25.0
5769,2026-10-08,Monitor 24p,Monitores,1,800.0
5770,2026-03-25,Teclado Mecânico,Periféricos,1,350.0
5771,2026-12-06,Monitor 24p,Monitores,1,800.0
5772,2026-11-25,Cabo HDMI,Acessórios,1,25.0
5773,2026-08-19,Headset,Periféricos,1,250.0
5774,2026-12-30,Cabo HDMI,Acessórios,1,25.0
5775,2026-04-29,Cabo HDMI,Acessórios,1,25.0
5776,2026-08-15,Cabo HDMI,Acessórios,1,25.0
5777,2026-04-01,Monitor 24p,Monitores,1,800.0
5778,2026-06-15,Monitor 24p,Monitores,2,800.0
5779,2026-06-11,Cabo HDMI,Acessórios,1,25.0
5780,2026-06-05,Cadeira Gamer,Móveis,2,1200.0
5781,2026-11-22,Monitor 24p,Monitores,1,800.0
5782,2026-11-22,Mouse Gamer,Periféricos,1,150.5
5783,2026-02-08,Teclado Mecânico,Periféricos,1,350.0
5784,2026-10-13,Monitor 24p,Monitores,1,800.0
5785,2026-08-24,Cadeira Gamer,Móveis,2,1200.0
5786,2026-04-18,Cadeira Gamer,Móveis,2,1200.0
5787,2026-03-05,Teclado Mecânico,Periféricos,1,350.0
5788,2026-08-17,Mouse Gamer,Periféricos,1,150.5
5789,2026-02-22,Cabo HDMI,Acessórios,1,25.0
5790,2026-02-22,Teclado Mecânico,Periféricos,1,350.0
5791,2026-12-25,Headset,Periféricos,1,250.0
5792,2026-10-15,Headset,Periféricos,1,250.0
5793,2026-02-05,Mouse Gamer,Periféricos,1,150.5
5794,2026-11-23,Teclado Mecânico,Periféricos,1,350.0
5795,2026-10-04,Cabo HDMI,Acessórios,1,25.0
5796,2026-10-17,Teclado Mecânico,Periféricos,1,350.0
5797,2026-11-27,Cabo HDMI,Acessórios,1,25.0
5798,2026-07-15,Mouse Gamer,Periféricos,2,150.5
5799,2026-05-10,Headset,Periféricos,1,250.0
5800,2026-10-15,Monitor 24p,Monitores,1,800.0
5801,2026-04-27,Monitor 24p,Monitores,1,800.0
5802,2026-02-28,Teclado Mecânico,Periféricos,2,350.0
5803,2026-01-09,Mouse Gamer,Periféricos,1,150.5
5804,2026-04-07,Mouse Gamer,Periféricos,1,150.5
5805,2026-06-22,Monitor 24p,Monitores,3,800.0
5806,2026-06-03,Monitor 24p,Monitores,1,800.0
5807,2026-07-20,Cabo HDMI,Acessórios,-1,25.0
5808,2026-03-09,Teclado Mecânico,Periféricos,1,350.0
5809,2026-01-14,Teclado Mecânico,Periféricos,1,350.0
5810,2026-12-09,Monitor 24p,Monitores,3,800.0
5811,2026-08-21,Cadeira Gamer,Móveis,2,1200.0
5812,2026-10-13,Monitor 24p,Monitores,0,800.0
5813,2026-10-16,Cadeira Gamer,Móveis,1,1200.0
5814,2026-06-28,Cabo HDMI,Acessórios,1,25.0
5815,2026-04-09,Monitor 24p,Monitores,2,800.0
5816,2026-06-09,Teclado Mecânico,Periféricos,1,350.0
5817,2026-11-07,Monitor 24p,Monitores,1,800.0
5818,2026-10-31,Cadeira Gamer,Móveis,2,1200.0
5819,2026-02-18,Teclado Mecânico,Periféricos,1,350.0
5820,2026-11-30,Teclado Mecânico,Periféricos,2,350.0
5821,2026-06-06,Cadeira Gamer,Móveis,1,1200.0
5822,2026-04-19,Cabo HDMI,Acessórios,1,25.0
5823,2026-10-24,Cabo HDMI,Acessórios,1,25.0
5824,2026-12-27,Mouse Gamer,Periféricos,1,150.5
5825,2026-09-13,Teclado Mecânico,Periféricos,1,350.0
5826,2026-08-16,Headset,Periféricos,1,250.0
5827,2026-01-05,Headset,Periféricos,0,250.0
5828,2026-12-22,Monitor 24p,Monitores,1,800.0
5829,2026-02-24,Mouse Gamer,Periféricos,3,150.5
5830,2026-04-20,Cadeira Gamer,Móveis,2,1200.0
5831,2026-03-24,Cadeira Gamer,Móveis,1,1200.0
5832,2026-03-28,Cadeira Gamer,Móveis,1,1200.0
5833,2026-01-07,Cabo HDMI,Acessórios,1,25.0
5834,2026-03-14,Teclado Mecânico,Periféricos,1,350.0
5835,2026-11-26,Headset,Periféricos,1,250.0
5836,2026-02-05,Monitor 24p,Monitores,1,800.0
5837,2026-04-29,Headset,Periféricos,1,250.0
5838,2026-01-23,Mouse Gamer,Periféricos,1,150.5
5839,2026-10-28,Monitor 24p,Monitores,1,800.0
5840,2026-01-07,Mouse Gamer,Periféricos,1,150.5
5841,2026-10-31,Cadeira Gamer,Móveis,1,1200.0
5842,2026-09-08,Mouse Gamer,Periféricos,1,150.5
5843,2026-11-07,Monitor 24p,Monitores,1,800.0
5844,2026-07-14,Monitor 24p,Monitores,1,800.0
5845,2026-07-24,Headset,Periféricos,1,250.0
5846,2026-11-19,Mouse Gamer,Periféricos,1,150.5
5847,2026-09-09,Teclado Mecânico,Periféricos,1,350.0
5848,2026-11-22,Monitor 24p,Monitores,1,800.0
5849,2026-01-30,Headset,Periféricos,1,250.0
5850,2026-02-01,Monitor 24p,Monitores,1,800.0
5851,2026-06-09,Headset,Periféricos,0,250.0
5852,2026-03-15,Monitor 24p,Monitores,1,800.0
5853,2026-04-22,Headset,Periféricos,1,250.0
5854,2026-04-04,Cabo HDMI,Acessórios,1,25.0
5855,2026-01-18,Teclado Mecânico,Periféricos,2,350.0
5856,2026-08-27,Cadeira Gamer,Móveis,3,1200.0
5857,2026-09-24,Mouse Gamer,Periféricos,1,150.5
5858,2026-06-16,Teclado Mecânico,Periféricos,2,350.0
5859,2026-10-18,Teclado Mecânico,Periféricos,1,350.0
5860,2026-03-01,Cadeira Gamer,Móveis,2,1200.0
5861,2026-03-05,Cabo HDMI,Acessórios,1,25.0
5862,2026-04-07,Cabo HDMI,Acessórios,1,25.0
5863,2026-11-16,Mouse Gamer,Periféricos,1,150.5
5864,2026-04-19,Cabo HDMI,Acessórios,1,25.0
5865,2026-07-27,Mouse Gamer,Periféricos,1,150.5
5866,2026-09-09,Cabo HDMI,Acessórios,1,25.0
5867,2026-03-14,Teclado Mecânico,Periféricos,1,350.0
5868,2026-10-11,Headset,Periféricos,1,250.0
5869,2026-06-04,Teclado Mecânico,Periféricos,1,350.0
5870,2026-07-30,Monitor 24p,Monitores,1,800.0
5871,2026-06-19,Headset,Periféricos,2,250.0
5872,2026-05-06,Cabo HDMI,Acessórios,1,25.0
5873,2026-05-25,Teclado Mecânico,Periféricos,1,350.0
5874,2026-10-24,Cabo HDMI,Acessórios,2,25.0
5875,2026-02-04,Teclado Mecânico,Periféricos,1,350.0
5876,2026-02-20,Cadeira Gamer,Móveis,1,1200.0
5877,2026-09-05,Cabo HDMI,Acessórios,1,25.0
5878,2026-09-20,Monitor 24p,Monitores,1,800.0
5879,2026-05-13,Mouse Gamer,Periféricos,1,150.5
5880,2026-04-26,Teclado Mecânico,Periféricos,1,350.0
5881,2026-07-18,Cabo HDMI,Acessórios,3,25.0
5882,2026-10-05,Headset,Periféricos,1,250.0
5883,2026-04-10,Monitor 24p,Monitores,0,800.0
5884,2026-06-26,Cadeira Gamer,Móveis,1,1200.0
5885,2026-01-02,Monitor 24p,Monitores,1,800.0
5886,2026-12-07,Monitor 24p,Monitores,1,800.0
5887,2026-06-01,Cabo HDMI,Acessórios,1,25.0
5888,2026-07-21,Teclado Mecânico,Periféricos,1,350.0
5889,2026-06-18,Headset,Periféricos,2,250.0
5890,2026-07-06,Teclado Mecânico,Periféricos,1,350.0
5891,2026-10-18,Teclado Mecânico,Periféricos,2,350.0
5892,2026-03-31,Cadeira Gamer,Móveis,1,1200.0
5893,2026-04-12,Mouse Gamer,Periféricos,1,150.5
5894,2026-07-04,Mouse Gamer,Periféricos,1,150.5
5895,2026-04-23,Teclado Mecânico,Periféricos,1,350.0
5896,2026-11-22,Monitor 24p,Monitores,1,800.0
5897,2026-01-12,Cabo HDMI,Acessórios,2,25.0
5898,2026-11-16,Headset,Periféricos,-1,250.0
5899,2026-05-05,Cadeira Gamer,Móveis,1,1200.0
5900,2026-10-05,Monitor 24p,Monitores,1,800.0
5901,2026-12-19,Cadeira Gamer,Móveis,-1,1200.0
5902,2026-11-06,Monitor 24p,Monitores,-1,800.0
5903,2026-07-21,Mouse Gamer,Periféricos,0,150.5
5904,2026-03-22,Cabo HDMI,Acessórios,1,25.0
5905,2026-07-30,Cabo HDMI,Acessórios,1,25.0
5906,2026-01-20,Cadeira Gamer,Móveis,1,1200.0
5907,2026-01-16,Teclado Mecânico,Periféricos,1,350.0
5908,2026-03-10,Cabo HDMI,Acessórios,1,25.0
5909,2026-06-14,Mouse Gamer,Periféricos,3,150.5
5910,2026-02-04,Cadeira Gamer,Móveis,1,1200.0
5911,2026-10-21,Headset,Periféricos,1,250.0
5912,2026-03-14,Cabo HDMI,Acessórios,0,25.0
5913,2026-08-01,Cabo HDMI,Acessórios,1,25.0
5914,2026-03-19,Mouse Gamer,Periféricos,1,150.5
5915,2026-12-23,Cadeira Gamer,Móveis,1,1200.0
5916,2026-03-17,Cadeira Gamer,Móveis,1,1200.0
5917,2026-09-25,Monitor 24p,Monitores,1,800.0
5918,2026-01-13,Mouse Gamer,Periféricos,1,150.5
5919,2026-08-18,Cabo HDMI,Acessórios,1,25.0
5920,2026-03-13,Mouse Gamer,Periféricos,-1,150.5
5921,2026-05-14,Cadeira Gamer,Móveis,-1,1200.0
5922,2026-09-06,Cabo HDMI,Acessórios,0,25.0
5923,2026-02-07,Teclado Mecânico,Periféricos,3,350.0
5924,2026-03-10,Teclado Mecânico,Periféricos,1,350.0
5925,2026-03-08,Teclado Mecânico,Periféricos,2,350.0
5926,2026-01-04,Teclado Mecânico,Periféricos,1,350.0
5927,2026-06-02,Cadeira Gamer,Móveis,2,1200.0
5928,2026-01-18,Headset,Periféricos,3,250.0
5929,2026-08-04,Cadeira Gamer,Móveis,1,1200.0
5930,2026-04-24,Mouse Gamer,Periféricos,1,150.5
5931,2026-04-21,Monitor 24p,Monitores,1,800.0
5932,2026-10-20,Cadeira Gamer,Móveis,1,1200.0
5933,2026-02-01,Monitor 24p,Monitores,1,800.0
5934,2026-05-12,Cabo HDMI,Acessórios,2,25.0
5935,2026-08-15,Cadeira Gamer,Móveis,1,1200.0
5936,2026-01-11,Monitor 24p,Monitores,1,800.0
5937,2026-09-28,Monitor 24p,Monitores,3,800.0
5938,2026-08-31,Cabo HDMI,Acessórios,1,25.0
5939,2026-12-21,Cadeira Gamer,Móveis,1,1200.0
5940,2026-03-12,Headset,Periféricos,1,250.0
5941,2026-04-07,Monitor 24p,Monitores,0,800.0
5942,2026-01-14,Monitor 24p,Monitores,1,800.0
5943,2026-05-23,Mouse Gamer,Periféricos,2,150.5
5944,2026-08-24,Headset,Periféricos,1,250.0
5945,2026-05-01,Headset,Periféricos,1,250.0
5946,2026-02-05,Cabo HDMI,Acessórios,1,25.0
5947,2026-06-21,Mouse Gamer,Periféricos,2,150.5
5948,2026-03-10,Cadeira Gamer,Móveis,-1,1200.0
5949,2026-11-12,Teclado Mecânico,Periféricos,2,350.0
5950,2026-12-06,Mouse Gamer,Periféricos,1,150.5
5951,2026-05-21,Cadeira Gamer,Móveis,1,1200.0
5952,2026-03-25,Cabo HDMI,Acessórios,2,25.0
5953,2026-10-22,Teclado Mecânico,Periféricos,1,350.0
5954,2026-07-14,Monitor 24p,Monitores,2,800.0
5955,2026-06-15,Monitor 24p,Monitores,1,800.0
5956,2026-11-08,Teclado Mecânico,Periféricos,1,350.0
5957,2026-06-10,Cabo HDMI,Acessórios,1,25.0
5958,2026-02-15,Monitor 24p,Monitores,1,800.0
5959,2026-02-09,Teclado Mecânico,Periféricos,1,350.0
5960,2026-11-30,Teclado Mecânico,Periféricos,1,350.0
5961,2026-03-30,Cadeira Gamer,Móveis,1,1200.0
5962,2026-01-23,Headset,Periféricos,1,250.0
5963,2026-05-27,Mouse Gamer,Periféricos,2,150.5
5964,2026-04-24,Headset,Periféricos,-1,250.0
5965,2026-09-02,Cabo HDMI,Acessórios,2,25.0
5966,2026-12-22,Headset,Periféricos,1,250.0
5967,2026-06-24,Teclado Mecânico,Periféricos,1,350.0
5968,2026-06-30,Monitor 24p,Monitores,1,800.0
5969,2026-07-06,Teclado Mecânico,Periféricos,1,350.0
5970,2026-07-03,Teclado Mecânico,Periféricos,1,350.0
5971,2026-10-23,Monitor 24p,Monitores,1,800.0
5972,2026-04-18,Teclado Mecânico,Periféricos,1,350.0
5973,2026-03-17,Mouse Gamer,Periféricos,2,150.5
5974,2026-09-02,Teclado Mecânico,Periféricos,1,350.0
5975,2026-12-11,Mouse Gamer,Periféricos,-1,150.5
5976,2026-02-26,Monitor 24p,Monitores,1,800.0
5977,2026-01-16,Mouse Gamer,Periféricos,0,150.5
5978,2026-02-03,Teclado Mecânico,Periféricos,1,350.0
5979,2026-01-13,Cabo HDMI,Acessórios,3,25.0
5980,2026-04-14,Monitor 24p,Monitores,1,800.0
5981,2026-12-04,Cadeira Gamer,Móveis,1,1200.0
5982,2026-02-27,Teclado Mecânico,Periféricos,1,350.0
5983,2026-08-09,Cadeira Gamer,Móveis,2,1200.0
5984,2026-03-04,Cabo HDMI,Acessórios,1,25.0
5985,2026-11-15,Headset,Periféricos,0,250.0
5986,2026-01-22,Cadeira Gamer,Móveis,1,1200.0
5987,2026-07-14,Monitor 24p,Monitores,1,800.0
5988,2026-10-08,Teclado Mecânico,Periféricos,1,350.0
5989,2026-04-21,Headset,Periféricos,1,250.0
5990,2026-12-16,Teclado Mecânico,Periféricos,2,350.0
5991,2026-07-10,Mouse Gamer,Periféricos,1,150.5
5992,2026-04-05,Cadeira Gamer,Móveis,1,1200.0
5993,2026-07-26,Cadeira Gamer,Móveis,1,1200.0
5994,2026-08-28,Headset,Periféricos,1,250.0
5995,2026-05-10,Headset,Periféricos,1,250.0
5996,2026-06-10,Cabo HDMI,Acessórios,-1,25.0
5997,2026-09-19,Cadeira Gamer,Móveis,2,1200.0
5998,2026-04-16,Mouse Gamer,Periféricos,0,150.5
5999,2026-06-24,Mouse Gamer,Periféricos,1,150.5
6000,2026-07-27,Headset,Periféricos,1,250.0
6001,2026-12-13,Cabo HDMI,Acessórios,1,25.0
6002,2026-09-08,Cabo HDMI,Acessórios,1,25.0
6003,2026-05-10,Cabo HDMI,Acessórios,1,25.0
